t,spot,bid,ask,mark,oracle,deskBid,deskAsk,lean,dislocationBps,mapBelowNtl,mapAboveNtl,forcedSellNtl,forcedBuyNtl,baseDesk,quoteDesk,baseControl,quoteControl,pnlDeskBps,pnlControlBps,absorbedDeskNtl,absorbedControlNtl,arbDeskNtl,arbControlNtl,markoutDesk5mBps,markoutDesk15mBps,markoutDesk60mBps,markoutControl5mBps,markoutControl15mBps,markoutControl60mBps,baseHard,quoteHard,pnlHardBps,absorbedHardNtl,arbHardNtl,markoutHard5mBps,markoutHard15mBps,markoutHard60mBps,absorbedTouchNtl,markoutTouch5mBps,markoutTouch15mBps,markoutTouch60mBps,lvrDeskNtl,lvrControlNtl,lvrHardNtl,basePegged,quotePegged,pnlPeggedBps,absorbedPeggedNtl,arbPeggedNtl,markoutPegged5mBps,markoutPegged15mBps,markoutPegged60mBps,lvrPeggedNtl
1760135400,1125712,1124487,1125012,1124749,1125712,1122238,1127263,0,8,0,0,0,0,4032744856,4562277290499,4043851202,4548337514284,-102,-104,0,0,0,0,0,0,0,0,0,0,4038466604,4555963171304,-102,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-100,0,0,0,0,0,0
1760135460,1130478,1130445,1131348,1130896,1130478,1128184,1133611,0,-3,0,0,0,0,4032744856,4562277290499,4033622354,4559871627105,-81,-83,0,0,0,11534,0,0,0,0,0,0,4038466604,4555963171304,-81,0,0,0,0,0,0,0,0,0,0,29,0,4037168852,4559050093471,-79,0,0,0,0,0,0
1760135520,1133200,1133712,1134704,1134208,1133200,1131444,1136974,0,-8,0,0,0,0,4032744856,4562277290499,4027837456,4566420648213,-69,-71,0,0,0,6549,0,0,0,0,0,0,4038466604,4555963171304,-69,0,0,0,0,0,0,0,0,0,0,9,0,4037168852,4559050093471,-67,0,0,0,0,0,0
1760135580,1132650,1132907,1133719,1133313,1132650,1130641,1135987,0,-5,0,0,0,0,4032744856,4562277290499,4027837456,4566420648213,-72,-73,0,0,0,0,0,0,0,0,0,0,4038466604,4555963171304,-72,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-70,0,0,0,0,0,0
1760135640,1137053,1138121,1139232,1138676,1137053,1135844,1141511,0,-14,0,0,0,0,4032744856,4562277290499,4020039182,4575278821272,-52,-54,0,0,0,8858,0,0,0,0,0,0,4026769482,4569237339899,-52,0,13274,0,0,0,0,0,0,0,0,17,38,4037168852,4559050093471,-50,0,0,0,0,0,0
1760135700,1136499,1137191,1138107,1137649,1136499,1134916,1140384,0,-10,0,0,0,0,4032744856,4562277290499,4020039182,4575278821272,-55,-56,0,0,0,0,0,0,0,0,0,0,4026769482,4569237339899,-55,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-53,0,0,0,0,0,0
1760135760,1134630,1134631,1135529,1135080,1134630,1132361,1137801,0,-3,0,0,0,0,4032744856,4562277290499,4024590022,4570105285147,-63,-65,0,0,0,5167,0,0,0,0,0,0,4026769482,4569237339899,-63,0,0,0,0,0,0,0,0,0,0,5,0,4037168852,4559050093471,-61,0,0,0,0,0,0
1760135820,1136475,1136848,1137732,1137290,1136475,1134574,1140008,0,-7,0,0,0,0,4032744856,4562277290499,4024590022,4570105285147,-55,-57,0,0,0,0,0,0,0,0,0,0,4026769482,4569237339899,-55,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-53,0,0,0,0,0,0
1760135880,1136554,1136889,1137552,1137220,1136554,1134615,1139828,0,-5,0,0,0,0,4032744856,4562277290499,4024590022,4570105285147,-55,-56,0,0,0,0,0,0,0,0,0,0,4026769482,4569237339899,-54,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-53,0,0,0,0,0,0
1760135940,1137457,1137926,1138494,1138210,1137457,1135650,1140771,0,-6,0,0,0,0,4032744856,4562277290499,4020368442,4574904115884,-51,-52,0,0,0,4798,0,0,0,0,0,0,4026769482,4569237339899,-50,0,0,0,0,0,0,0,0,0,0,5,0,4037168852,4559050093471,-49,0,0,0,0,0,0
1760136000,1137198,1137527,1137936,1137731,1137198,1135251,1140212,0,-4,0,0,0,0,4032744856,4562277290499,4020368442,4574904115884,-52,-53,0,0,0,0,0,0,0,0,0,0,4026769482,4569237339899,-52,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-50,0,0,0,0,0,0
1760136060,1137416,1137760,1138027,1137893,1137416,1135484,1140304,0,-4,0,0,0,0,4032744856,4562277290499,4020368442,4574904115884,-51,-52,0,0,0,0,0,0,0,0,0,0,4026769482,4569237339899,-51,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-49,0,0,0,0,0,0
1760136120,1139033,1139660,1139966,1139813,1139033,1137380,1142246,0,-6,0,0,0,0,4032744856,4562277290499,4020368442,4574904115884,-44,-45,0,0,0,0,0,0,0,0,0,0,4026769482,4569237339899,-44,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-42,0,0,0,0,0,0
1760136180,1139829,1140524,1140768,1140646,1139829,1138242,1143050,0,-7,0,0,0,0,4032744856,4562277290499,4015822383,4580083076276,-40,-42,0,0,0,5178,0,0,0,0,0,0,4022516237,4574083203229,-40,0,4845,0,0,0,0,0,0,0,0,5,5,4037168852,4559050093471,-38,0,0,0,0,0,0
1760136240,1138910,1139229,1139433,1139331,1138910,1136950,1141712,0,-3,0,0,0,0,4032744856,4562277290499,4015822383,4580083076276,-44,-46,0,0,0,0,0,0,0,0,0,0,4022516237,4574083203229,-44,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-42,0,0,0,0,0,0
1760136300,1141541,1142343,1142713,1142528,1141541,1140058,1144999,0,-8,0,0,0,0,4032744856,4562277290499,4015822383,4580083076276,-33,-34,0,0,0,0,0,0,0,0,0,0,4022516237,4574083203229,-33,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-31,0,0,0,0,0,0
1760136360,1140832,1141296,1141585,1141440,1140832,1139013,1143869,0,-5,0,0,0,0,4032744856,4562277290499,4015822383,4580083076276,-36,-37,0,0,0,0,0,0,0,0,0,0,4022516237,4574083203229,-36,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-34,0,0,0,0,0,0
1760136420,1144738,1145895,1146489,1146192,1144738,1143603,1148782,0,-12,0,0,0,0,4032744856,4562277290499,4006382747,4590874436677,-19,-20,0,0,0,10791,0,0,0,0,0,0,4013098054,4584850242284,-19,0,10767,0,0,0,0,0,0,0,0,25,25,4037168852,4559050093471,-17,0,0,0,0,0,0
1760136480,1146672,1147995,1148622,1148308,1146672,1145699,1150920,0,-14,0,0,0,0,4032744856,4562277290499,4006382747,4590874436677,-10,-12,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-10,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-8,0,0,0,0,0,0
1760136540,1142832,1142742,1143616,1143179,1142832,1140456,1145904,0,-3,0,0,0,0,4032744856,4562277290499,4010338700,4586345820803,-27,-29,0,0,0,4524,0,0,0,0,0,0,4013098054,4584850242284,-27,0,0,0,0,0,0,0,0,0,0,4,0,4037168852,4559050093471,-25,0,0,0,0,0,0
1760136600,1140515,1139761,1140674,1140217,1140515,1137481,1142956,0,2,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-37,-39,0,0,0,5874,0,0,0,0,0,0,4013098054,4584850242284,-37,0,0,0,0,0,0,0,0,0,0,7,0,4037168852,4559050093471,-35,0,0,0,0,0,0
1760136660,1140606,1140047,1140737,1140392,1140606,1137766,1143019,0,1,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-37,-38,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-37,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-35,0,0,0,0,0,0
1760136720,1142398,1142325,1143020,1142672,1142398,1140040,1145307,0,-2,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-29,-31,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-29,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-27,0,0,0,0,0,0
1760136780,1138989,1137923,1138807,1138365,1138989,1135647,1141085,0,5,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-44,-46,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-44,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-42,0,0,0,0,0,0
1760136840,1140050,1139428,1140207,1139817,1140050,1137149,1142488,0,2,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-39,-41,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-39,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-37,0,0,0,0,0,0
1760136900,1139002,1138216,1138900,1138558,1139002,1135939,1141178,0,3,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-44,-45,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-44,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-42,0,0,0,0,0,0
1760136960,1140258,1139903,1140530,1140216,1140258,1137623,1142812,0,0,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-38,-40,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-38,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-36,0,0,0,0,0,0
1760137020,1141941,1142011,1142639,1142325,1141941,1139726,1144925,0,-3,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-31,-33,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-31,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-29,0,0,0,0,0,0
1760137080,1138754,1137872,1138671,1138271,1138754,1135596,1140949,0,4,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-45,-47,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-45,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-43,0,0,0,0,0,0
1760137140,1140148,1139738,1140482,1140110,1140148,1137458,1142763,0,0,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-39,-40,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-39,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-37,0,0,0,0,0,0
1760137200,1139986,1139641,1140192,1139916,1139986,1137361,1142473,0,0,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-40,-41,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-39,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-38,0,0,0,0,0,0
1760137260,1139629,1139282,1139688,1139485,1139629,1137003,1141968,0,1,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-41,-43,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-41,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-39,0,0,0,0,0,0
1760137320,1139517,1139250,1139501,1139375,1139517,1136971,1141781,0,1,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-42,-43,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-41,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-40,0,0,0,0,0,0
1760137380,1140392,1140394,1140599,1140496,1140392,1138113,1142881,0,0,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-38,-39,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-38,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-36,0,0,0,0,0,0
1760137440,1138738,1138283,1138539,1138411,1138738,1136006,1140817,0,2,0,0,0,0,4032744856,4562277290499,4015488490,4580463916795,-45,-47,0,0,0,0,0,0,0,0,0,0,4013098054,4584850242284,-45,0,0,0,0,0,0,0,0,0,0,0,0,4037168852,4559050093471,-43,0,0,0,0,0,0
1760137500,1136560,1135583,1135943,1135763,1136560,1133311,1138215,0,7,0,0,0,0,4032744856,4562277290499,4023842433,4570954365884,-55,-56,0,0,0,9489,0,0,0,0,0,0,4018567365,4578628909295,-54,0,6212,0,0,0,0,0,0,0,0,19,8,4037168852,4559050093471,-53,0,0,0,0,0,0
